Datum;Beginn;Ende;Ort;ID;Format;Titel_Session;Chair;Titel_Beitrag;Autorin/Autor_1;Affilation_1;Land_1;Autorin/Autor_2;Affilation_2;Land_2;Autorin/Autor_3;Affilation_3;Land_3;Autorin/Autor_4;Affilation_4;Land_4;Autorin/Autor_5;Affilation_5;Land_5;Autorin/Autor_6;Affilation_6;Land_6;Autorin/Autor_7;Affilation_7;Land_7;Autorin/Autor_8;Affilation_8;Land_8;Autorin/Autor_9;Affilation_9;Land_9;Autorin/Autor_10;Affilation_10;Land_10;Zusammenfassung
28.03.2019;16:00;19:00;HZ1;Poster_248;Poster;;;Netzwerkanalyse für Historiker. Probleme und Lösungen am Beispiel eines Promotionsvorhabens;Roberta Toscano;Universität Stuttgart;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Die Werkzeuge der Digital Humanities können hilfreich sein, um die eigenen Daten zu strukturieren, unerwartete Zusammenhänge zu erkennen und Erkenntnisse hervorzubringen, die man ohne den Einsatz von digitalen Methoden nicht erlangt hätte. Im Bereich der historischen Netzwerkanalyse gibt es seit einigen Jahren neue interessante Entwicklungen. Während man sich anfangs noch an Werkzeugen aus der Sozialwissenschaft bediente, gibt es mittlerweile Software, die nicht nur statistische Ergebnisse ausgibt, sondern auch für historische Fragestellungen geeignet ist. Die Vorteile liegen auf der Hand: einerseits kann man komplexe Beziehungen, deren Reichweite und Auswirkungen ordnen und darstellen
28.03.2019;16:00;19:00;HZ1;Poster_249;Poster;;;Augmentierte Notizbücher und Natürliche Interaktion – Unterstützung der Kulturtechnik Handschrift in einer digitalen Forschungswelt;Florin Schwappach;Universität Regensburg;Deutschland;Manuel Burghardt;Universität Leipzig;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;In diesem Beitrag stellen wir ein laufendes Projekt vor, dass sich mit der Erweiterung analoger Notizbücher (Stift / Papier) um digitale Features, bspw. eine Volltextsuche oder eine Verlinkung unterschiedlicher Einträge, beschäftigt. Dabei steht eine intuitive und natürliche Interaktion im Vordergrund, die über Augmented Reality umgesetzt werden soll. Zusätzliche digitale Features werde so im analogen Notizbuch einfach überlagert. Die Interaktion erfolgt mit einem gewöhnlichen Stift, dessen Bewegung getrackt und automatisch erkannt wird. Mit diesem technischen Ansatz können einerseits Stiftgesten erkannt werden (bspw. um eine Verlinkung anzulegen). Andererseits kann so über die Stiftbewegung eine Handschriftenerkennung erfolgen, die eine automatische Digitalisierung der Notizen und damit bspw. eine Volltextsuche ermöglicht. Wir stellen in diesem Beitrag das Konzept augmentierter Notizbücher vor und berichten von ersten Erkenntnissen im Bereich der Erkennung von Stiftbewegungen mithilfe von Deep Learning-Verfahren.
28.03.2019;16:00;19:00;HZ1;Poster_254;Poster;;;Semantische Minimal-Retrodigitalisierung von Brief-Editionen;Klaus Rettinghaus;Sächsische Akademie der Wissenschaften zu Leipzig;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Brief-Editionen sind ein unerlässliches Hilfsmittel für die Forschung. Doch um ihr volles Potential entfalten zu können, müssten sie leicht zugänglich sein. Dabei liegen die allermeisten Editionen ausschließlich in gedruckter Form vor, nur neuere Vorhaben publizieren wenigstens teilweise digital. Der Forscherin oder dem Forscher entgehen im Zweifelsfall wichtige Schriftzeugnisse, weil sie sie schlichtweg nicht finden.OCR-gestützte Retrodigitalisierung von Volltexten kritischer Editionen ist hier qualitativ zumeist noch nicht ausreichend. Erschwerend kommt hinzu, dass diese nicht-semantisch ist – und bei urheberrechtlich geschützten Werken in aller Regel völlig unmöglich.Das digitale Aufbereiten von Brief-Metadaten kann ein effektives Mittel sein die Zugänglichkeit von edierter Korrespondenz zu erhöhen.
28.03.2019;16:00;19:00;HZ1;Poster_255;Poster;;;Ein GUI-Topic-Modeling-Tool mit interaktiver Ergebnisdarstellung;Severin Simmler;Julius-Maximilians-Universität Würzburg;Deutschland;Thorsten Vitt;Julius-Maximilians-Universität Würzburg;Deutschland;Steffen Pielström;Julius-Maximilians-Universität Würzburg;Deutschland;;;;;;;;;;;;;;;;;;;;;;Der DARIAH-TopicsExplorer ist eine Software, mit der interessierte Forschende Topic Modeling auf ihren eigenen Rechnern an ihren eigenen Texten ausprobieren können, und die den gesamten Analyseprozesses, vom unverarbeiteten Text bis zum Ergebnis, durch eine graphische Nutzeroberfläche (GUI) unterstützt. Er wurde in einer ersten Version verschiedenen Gruppen von Forschenden und Studierenden vorgestellt. Die Erfahrungen und das Feedback aus diesen Workshops sind seither umfangreich in die Weiterentwicklung eingeflossen. Dabei heraus gekommen ist eine vollwertige Stand-Alone-Software, für gängige Windows-, MacOS- und Linux-Systeme, mit interaktiven Ergebnisvisualisierungen und einer Exportfunktion. Zur Zeit wird eine Version in grundlegend überarbeitetem Design vorbereitet, Grundlage ist ein neues Visualisierungskonzept, das es unter anderem erlaubt, neben den Analyseergebissen eines einzelnen Textes auch Vorschläge für inhaltlich besonders ähnliche Texte anzuzeigen. Wir hoffen, dass der TopicsExplorer mit den angestrebten Verbesserungen und Erweiterungen dazu beiträgt, den Kreis derjenigen zu erweitern, die diese weit Verbreitete Methode verwenden, verstehen und auch kritisch diskutieren können.
28.03.2019;16:00;19:00;HZ1;Poster_257;Poster;;;Wie sich die Bilder gleichen. Bildähnlichkeitssuche in Drucken des 16. Jahrhunderts;Germaine Götzelmann;Karlsruher Institut für Technologie;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Die Menge an Buchdigitalisaten hat weltweit längst eine kritische Masse erreicht, die rein manuelle Auswertungen unmöglich macht. Dieser Umstand macht zwingend erforderlich, daneben automatische, quantitative Auswertungsmethoden zu etablieren. Bildähnlichkeitssuchen können dabei eine Möglichkeit darstellen, Buchillustrationen in großen Korpora zu durch- und zu untersuchen. Die Posterpräsentation stellt einen im Rahmen eines Promotionsprojekts entwickelten Workflow zur Bildsuche in Buchdigitalisaten vor.
28.03.2019;16:00;19:00;HZ1;Poster_262;Poster;;;10 Jahre IDE-Schools – Erfahrungen und Entwicklungen in der außeruniversitären DH-Ausbildung;Christiane Fritze;Institut für Dokumentologie und Editorik (IDE)/ Österreichische Nationalbibliothek;Österreich;Franz Fischer;Institut für Dokumentologie und Editorik (IDE) / Universität zu Köln;Deutschland;Georg Vogeler;Institut für Dokumentologie und Editorik (IDE) / Karl-Franzens-Universität Graz;Österreich;Markus Schnöpf;Institut für Dokumentologie und Editorik (IDE) / Berlin-Brandenburgische Akademie der Wissenschaften;Deutschland;Martina Scholger;Institut für Dokumentologie und Editorik (IDE) / Karl-Franzens-Universität Graz;Österreich;Patrick Sahle;Institut für Dokumentologie und Editorik (IDE) / Universität zu Köln;Deutschland;;;;;;;;;;;;;Das Poster analysiert die Erfahrungen aus zehn Jahren Durchführung von Schools zur Digitalen Edition. Es stellt das Konzept der Kurse des Instituts für Dokumentologie und Editorik (IDE) vor, wertet die TeilnehmerInnenlisten disziplinär und in Bezug auf die weitere Laufbahn aus, berichtet von einer Umfrage unter den ehemaligen TeilnehmerInnen und situiert die Veranstaltungen und ihre Lehrgegenstände im Gesamtangebot von DH-Lehre und im Feld der digitalen (und nicht-digitalen) Editionswissenschaft und Editionspraxis. Das Poster vergleicht die IDE-Schools mit thematisch benachbarten Veranstaltungen, analysiert Trends und Konstanten der curricularen Struktur, erhebt statistische Angaben über die BesucherInnen, präsentiert die Sicht der TeilnehmerInnen durch die Auswertung einer umfassenden Befragung und verortet das Angebot im Gesamtfeld der digitalen Editorik bzw. der Digital Humanities im Allgemeinen.
28.03.2019;16:00;19:00;HZ1;Poster_276;Poster;;;Dependenzbasierte syntaktische Komplexitätsmaße;Thomas Proisl;Friedrich-Alexander-Universität Erlangen-Nürnberg;Deutschland;Leonard Konle;Julius-Maximilians-Universität Würzburg;Deutschland;Stefan Evert;Friedrich-Alexander-Universität Erlangen-Nürnberg;Deutschland;Fotis Jannidis;Julius-Maximilians-Universität Würzburg;Deutschland;;;;;;;;;;;;;;;;;;;Wir evaluieren dependenzbasierte Maße für die syntaktische Komplexität von (literarischen) Texten auf einem Korpus von knapp 1.000 Romanen. Bei etwa 85% der Texte handelt es sich um Heftromane, bei den restlichen 15% um Hochliteratur. Während wir zwischen Hoch- und Schemaliteratur insgesamt keine signifikanten Unterschiede hinsichtlich der syntaktischen Komplexität feststellen können, zeigen sich zwischen den einzelnen Unterkategorien der Schemaliteratur teils signifikante Unterschiede. Es zeigt sich, dass einige Maße nahezu perfekt miteinander korrelieren. Außerdem korrelieren alle untersuchten Maße recht robust mit der durchschnittlichen Satzlänge, wobei sie sich aber doch ausreichend stark von ihr zu unterscheiden scheinen, um den Mehraufwand der syntaktischen Analyse zu rechtfertigen.
28.03.2019;16:00;19:00;HZ1;Poster_278;Poster;;;Forschung öffnen: Möglichkeiten, Potentiale und Grenzen von Open Science am Beispiel der offenen Datenbank “Handke: in Zungen”;Vanessa Hannesschläger;Österreichische Akademie der Wissenschaften;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;"In diesem Vortrag werden die Möglichkeiten und Grenzen der Öffnung eines Forschungsprojekts für andere Forschende, aber auch für die interessierte Öffentlichkeit dargestellt. Das Open Science-Projekt ""Handke: in Zungen"" dient dabei als Beispiel, anhand dessen verschiedene Aspekte der ""Öffnung"" von Wissenschaft diskutiert werden. Neben einer kurzen Vorstellung des Projekts widmet sich der Beitrag den darin angewandten Methoden der Offenen Wissenschaft, aber auch den Anforderungen, die diese mit sich bringen sowie der Frage danach, wie und wozu Offene Wissenschaft konsequent umgesetzt werden kann."
28.03.2019;16:00;19:00;HZ1;Poster_281;Poster;;;Annotation gesprochener Daten mit WebAnno-MM;Hanna Hedeland;Hamburger Zentrum für Sprachkorpora Universität Hamburg;Deutschland;Steffen Remus; Language Technology Group Universität Hamburg;Deutschland;Anne Ferger;Hamburger Zentrum für Sprachkorpora Universität Hamburg;Deutschland;Kristin Bührig;Hamburger Zentrum für Sprachkorpora Universität Hamburg;Deutschland;Chris Biemann;Language Technology Group Universität Hamburg;Deutschland;;;;;;;;;;;;;;;;Da die Basisversion der populären web-basierten Annotationsplattform WebAnno gesprochene Daten nicht unterstützt, wurde im Rahmen eines Projekts zur Erarbeitung und Erprobung innovativer Lehrmethoden das Plugin WebAnno-MM als Erweiterung entwickelt. Das Plugin bietet die Möglichkeit, sowohl alignierte Mediendateien abzuspielen, als auch die Transkriptionsdaten nach bestimmten Konventionen und dem vorgesehenen Layout für die qualitative Analyse zu visualisieren. Dabei stehen bewährte Funktionalitäten wie die elaborierte Nutzerverwaltung und die Möglichkeiten zur Auswertung von Inter- und Intra-Annotator-Agreement bei den verschiedenen Arten von unterstützten Annotationen weiterhin zur Verfügung. Durch ein Open-Source-Projekt wie WebAnno wird nicht nur der Einsatz der Lehrmethode und der neuen WebAnno-Version in verschiedenen Kontexten ermöglicht, sondern auch die Ergänzung und Weiterentwicklung zusätzlicher Funktionalitäten für ähnliche Vorhaben. In Hinblick auf Interoperabilität und Nachhaltigkeit der Lösung wurde dementsprechend der auf den TEI-Richtlinien basierende ISO-Standard „Transcription of Spoken Language“ als Grundlage gewählt.
28.03.2019;16:00;19:00;HZ1;Poster_283;Poster;;;Gutenberg Biographics - der Mainzer Professorenkatalog;Donata Gerhards;Johannes Gutenberg-Universität Mainz;Deutschland;Frank Hüther;Universitätsarchiv Mainz Johannes Gutenberg-Universität Mainz;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;Gutenberg Biographics ist ein webbasiertes System zur schwerpunktmäßigen Erfassung und Präsentation der Biographien von Mainzer Gelehrten in der Zeit von 1477-1798/1802 und seit der Wiedergründung der Johannes Gutenberg-Universität 1946 bis in die Gegenwart. Die Biographien der einzelnen Gelehrten werden als Summe ihrer Ereignisse erfasst, sodass ein Zugang sowohl über die Person selbst als auch über die Ereignisse ermöglicht wird. Hierbei werden die Informationen zusätzlich mit bibliographischen Normdaten verknüpft. Bis auf die verwendeten Fotografien stehen alle Daten unter einer CC-BY Lizenz. Über verschiedene Schnittstellen und Austauschformate und unter Berücksichtigung der FAIR-Prinzipien werden so Forschungsdaten in strukturierter Form für eine weitere Verwendung bereitgestellt. Gutenberg Biographics versteht sich als work in progress Projekt. Bisher konnten die Biographien von über 550 Professoren der Mainzer Universität auf http://gutenberg-biographics.ub.uni-mainz.de/home.html veröffentlicht werden. Weitere 200 Gelehrtenbiographien der frühen Mainzer Universität können zum Jahreswechsel freigegeben werden. Der Datenbestand wird laufend bearbeitet und ergänzt.
28.03.2019;16:00;19:00;HZ1;Poster_284;Poster;;;Digitales Publizieren im Spiegel der Zeitschrift für digitale Geisteswissenschaften - ZfdG: Eine Standortbestimmung;Henrike Fricke-Steyer;Forschungsverbund Marbach Weimar Wolfenbüttel/ Herzog August Bibliothek Wolfenbüttel; Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Die Einreichung möchte anhand der im e-journal “Zeitschrift für digitale Geisteswissenschaften - ZfdG” erschienenen Beiträge eine Standortbestimmung des digitalen Publizierens vornehmen. Dazu werden die Metadaten der Artikel und die Texte selber quantitativ analysiert aber auch andere Informationen, wie z. B. Zugriffzahlen ausgewertet. Ziel ist es, zu zentralen Aspekten des Digitales Publizierens eine Standortbestimmung auf dem Poster zu visualisieren, wie beispielsweise die fachliche Verteilung, die Einbindung multimedialier Inhalte, die Autorschaften oder das gewählte Reviewverfahren.
28.03.2019;16:00;19:00;HZ1;Poster_290;Poster;;;Multimediale Modelle multimodaler Kommunikation;Daniel Schüller;Rheinisch-Westfälische Technische Hochschule Aachen;Deutschland;Irene Mittelberg;Rheinisch-Westfälische Technische Hochschule Aachen;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;Posterpräsentation zum Forschunsgprozess der digitalen, motion-capture-gestützten Gestenforschung.
28.03.2019;16:00;19:00;HZ1;Poster_292;Poster;;;Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi;Lisa Kolodzie;Akademie der Wissenschaften und der Literatur | Mainz;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ziel der Arbeit ist ein Vergleich unterschiedlicher Techniken mittels Clustering aus den Bereichen Machine Learning und Computer Vision anhand von Farbwerten mittelalterlicher Glasmalereien.
28.03.2019;16:00;19:00;HZ1;Poster_293;Poster;;;Multimedia Markup Editor (M3): Semi-Automatische Annotationssoftware für statische Bild-Text Medien;Oliver Moisich;Universität Paderborn;Deutschland;Rita Hartel;Universität Paderborn;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;Dieses Poster stellt ein Annotationssystem für graphische Narrative vor. Mittels einer auf Java basierten graphischen Oberfläche sind Annotator_innen in der Lage, graphische Narrative und andere statische Bild/Text-Medien in XML zu annotieren. Grundlage für die hier verwendete XML-basierte Annotationssprache, „Graphic Novel Markup Language“, kurz GNML, ist die von John Walsh entwickelte, auf TEI basierende, „Comic Book Markup Language“, kurz CBML.Das System ermöglicht Annotator_innen die Annotation verbaler und visueller Repräsentation auf der Comicseite
